id,label,source,text
fae906a001697a0d,ham,kaggle_enron,"SUBJECT: mg memo
FROM:  
BODY: i am sending you an updated version of the mg var memo , following the discussion grant and i had with bjorn thursday evening . please , let me know if you think more changes are required .  "
c839c14969d6beed,phishing,kaggle_nazario,"SUBJECT: FROM BIGPOND.COM
FROM: WEBMAIL Ali 
BODY: This is an automatic message from our servers; If you are receiving this message it means that your email address has been queued for deactivation. This was as a result of a continuous error received from this email address (code:505). CLICK HERE THE BIGPOND.COM to resolve this problem. Note: Failure to resolve this problem by ignoring this message would result to the deactivation of your account. Thanks, Bigpond Technical Support This is an automatic message from our servers; If you are receiving this message it means that your email address has been queued fordeactivation. This was as a result of a continuous error received fromthis email address (code:505).CLICK HERE THE BIGPOND.COM to resolve this problem. Note: Failure to resolve this problem by ignoring this message would result to the deactivation of your account. Thanks,Bigpond Technical Support"
2360cf6c930a9479,spam,kaggle_spamassasin,"SUBJECT: [ILUG] Re: whats up -colonize
FROM: napkin 
BODY: YOU HAVE NEVER SEEN A DILDO SITE LIKE THIS ONE!! Extreme never seen before pictures and content urltoken urldomain_supremewebhosting_online_com Join in the fun as the girls REAM in objects like never before urltoken urldomain_supremewebhosting_online_com This is NOT SPAM - You have received this e-mail because at one time or another you entered the weekly draw at one of our portals or sites. We comply with all proposed and current laws on commercial e-mail under (Bill s. 1618 TITLE III passed by the 105th Congress). If you have received this e-mail in error, we apologize for the inconvenience and ask that you remove yourself. Just go to urltoken urlipaddress hardships -- Irish Linux Users' Group: emailtoken urltoken urldomain_linux_ie for (un)subscription information. List maintainer: emailtoken"
da4993edd7a52fd2,phishing,kaggle_nigerian_fraud,"SUBJECT: FROM MISS MARIA DENISE
FROM: maria denise 
BODY: Mam nowy adres elektroniczny!Odtad listy do mnie nalezy wysylac na adres: emailtoken FROM MISS MARIA DENISE ADDRESS/ AVE 11 RUE 45 ABIDJAN COTE D IVOIRE Dearest Beloved Base on your profile i am happy to request for your assistance and also to go into business partnership with you, i believe that you will not betaryed my trust which i am going to lay on you. I am MISS maria denise,20years old and the only daughter of my late parents MR.and MRS denise My father was a highly reputable busnness magnet-(a cocoa merchant)who operated in the capital of Ivory coast during his days. It is sad to say that he passed away mysteriously in France during one of his business trips abroad year 12th.Febuary yeartoken .Though his sudden death was linked or rather suspected to have been masterminded by an uncle of his who travelled with him at that time. But God knows the truth! My mother died when I was just 4 years old, and since then my father took me so special. Before his death on Febuary 12 yeartoken he called the secretary who accompanied him to the hospital and told him that he has the sum of Ten Million United State Dollars.(USD$10 000 000) left in a security company in a mettalic trunk box, but the security company didn't know the content because it was decleared as family valuables personal for security reasons. I am just 20years old and a university undergraduate and really don't know what to do. This is because I have suffered a lot of set backs as a result of incessant political crisis here in Ivory coast. The death of my father actually brought sorrow to my life. Sir,I am in a sincere desire of your humble assistance in this regards.Your suggestions and ideas will be highly regarded. Now permit me to ask you these question:- (1.) Can I completely trust you? Consider this and get back to me as soon as possible. Thank you so much. My sincere regards, MISS maria denise. - maria denise"
86a0e4ac3b838c94,phishing,kaggle_nazario,"SUBJECT: emailtoken Receive Delayed Messages On Your Server: 
FROM:    Postmaster 
BODY: SYSTEM NOTIFICATION Message No.: numbertoken emailtoken Your 14 unreceived emails are stuck on the server:  will automatically delete the emails 24 hours from 8/14/ yeartoken 2:06:22 a.m. This was due to a system error. Rectify below Receive Delayed Messages"
df2c1005c9a6640c,ham,kaggle_ceas_08,"SUBJECT: Re: [Python-Dev] Proposal: from __future__ import unicode_string_literals
FROM: \\""Martin v. Löwis\\ 
BODY: > ""I have environment Plone setup on a machine. I also have several > products from the Plone collective which I use from the custom product > that contains the custom site code"". > > Thats it. It is a specific example. I can't get more specific than > that without you learning Plone. Ok, let me try to guess, then. You use urltoken urldomain_plone_org and you perform an svn checkout into /var/lib/zope2.10/instance/plone-site/Products You start zope, edit the source, or perform a svn update, and then restart or refresh the product. Correct? If so, there is a fairly simple way to integrate 2to3: In OFS.Application.import_product, run 2to3 first before importing the product, if a file ""run2to3.txt"" exists in the product's root directory. This will perform a copy of the product into /var/lib/zope2.10/instance/plone-site/Products.2to3 Voila, transparent invocation of 2to3. Now, if you want pdb to display the original source rather than the one being converted, subclass pdb and strip out .2to3 from the source filename. Regards, Martin _______________________________________________ Python-Dev mailing list emailtoken urltoken urldomain_python_org Unsubscribe: urltoken urldomain_python_org"
c08ebc459fa99cfb,phishing,kaggle_nazario,"SUBJECT: Your Email ✉ emailtoken Is Full Upgrade Email Now !!!
FROM:   
BODY: Mail Quota: (98% Full) Attention:   Your email quota emailtoken has reached 98% and will soon exceed its limit. Follow the URL below to upgrade your quota to 25GB for free to avoid loss of email data. Upgrade Email Quota Source:  "
ca6f812d3412c86d,phishing,kaggle_nazario,"SUBJECT: Mail delivery failed: returning message to sender - emailtoken
FROM: Mail Delivery System 
BODY: Microsoft Failure Delivery Notice. User: emailtoken (3) pending sent messages couldn't be delivered * Action Required. * How to Fix It. Click here to view undelivered sent email. Created Date: 01. 13. yeartoken The information contained in or attached to this communication is intended solely for the use of the individual or entity to whom it is addressed and others authorised to receive it. It may contain confidential or legally privileged information. If you are not the intended recipient you are hereby notified that any disclosure, copying, distribution or taking any action in reliance on the contents of this information is strictly prohibited and may be unlawful. If you have received this communication in error, please notify me immediately by responding to this email and then delete it from your system. We are neither liable for the proper and complete transmission of the information contained in this communication nor for any delay in its receipt. Microsoft Failure Delivery Notice. User: emailtoken (3) pending sent messages couldn't be delivered * Action Required. * How to Fix It. Click here to view undelivered sent email. Created Date: 01. 13. yeartoken The information contained in or attached to this communication is intended solely for the use of the individual or entity to whom it is addressed and others authorised to receive it. It may contain confidential or legally privileged information. If you are not the intended recipient you are hereby notified that any disclosure, copying, distribution or taking any action in reliance on the contents of this information is strictly prohibited and may be unlawful. If you have received this communication in error, please notify me immediately by responding to this email and then delete it from your system. We are neither liable for the proper and complete transmission of the information contained in this communication nor for any delay in its receipt."
f6c80f987b1ffab9,spam,kaggle_ceas_08,"SUBJECT: CNN Alerts: My Custom Alert
FROM: CNN Alerts 
BODY: CNN Alerts: My Custom Alert Alert Name: My Custom Alert Girl surives 14 storey fall Fri, 8 Aug yeartoken 16:20:52 +0900 FULL STORY You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings click here. To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here. Cable News Network. One CNN Center, Atlanta, Georgia numbertoken © yeartoken Cable News Network. A Time Warner Company All Rights Reserved. View our privacy policy and terms."
f50f20742193c3b7,ham,kaggle_spamassasin,"SUBJECT: Re: The Wrong Business
FROM: Gary Lawrence Murphy 
BODY: egad ... you mean there's two of them??? I knew there was a reason my jobs board had jumped to the top of my traffic list. -- Gary Lawrence Murphy - emailtoken - TeleDynamics Communications - blog: urltoken urldomain_auracom_com - biz: urltoken urldomain_teledyn_com - ""Computers are useless. They can only give you answers."" (Picasso)"
1cacc841a4c5c0dd,phishing,kaggle_nigerian_fraud,"SUBJECT: Please Be My Investor Trustee.
FROM: Mrs. Jumai Abdul Azad. 
BODY: Mrs. Jumai Abdul Azad. Dear Sir, Please Be My Investor Trustee. I wish to write you pleading with you to be my Investor trustee over $12,500,000.00 million. My late Husband was a rich oil Contractor in South Africa, But before his death in July 29th yeartoken . He deposited the sum of ($$12,500,000.00) USD in a safe keeping company in Europe through Debt Reconciliation Committee (DRC). The money which he made from oil contract and he left an instruction with the (DRC) to release the money to me his wife and his son Abdul who at that time was studying, that an Investor should accompany us before the $12,500,000.00 Million will be released to us for proper investment, and also for the welfare of the children which he left behind for me. I plead with you to accept to help me and act as my investor trustee to manage the $12,500,000.00 Million for me. We can both arrange on how to invest this money into your company. We have agreed to give you 30% of the $12,500,000.00 Million for your own assistance, 5% for any expenses that may occure during the process. All the relevant documents shall be forwarded to you upon your indications to assist me in this project. May the Almighty God bless you, if you will of trust and faithful to assist me. Please contact me on the above e-mail address or my Son Abdul on his e-mail address ( emailtoken ) for more Informations. Looking forward to hearing from you. Sincerely Yours, Mrs. Jumai Abdul Azad."
6eeddd3e128dfc84,phishing,kaggle_nigerian_fraud,"SUBJECT: I NEED YOUR HELP
FROM:  
BODY: WILLIAM USMAN UNITED NATIONS REFUGEE CAMP ABIDJAN(COTE D'IVOIRE) CALL FOR HELP DEAR CHILD OF GOD PERMIT ME TO INFORM YOU ABOUT MY DESIRE TO GO INTO BUSINESS RELATIONSHIP WITH YOU. I AM WILLIAM USMAN THE ONLY CHILD OF MR AND MRS.MICHEAL USMAN, MY FATHER WAS A VERY RICH COCOA MERCHANT, BASED IN ABIDJAN, THE ECONOMIC CAPITAL OF IVORY COAST BEFORE HE WAS POISONED TO DEATH BY HIS BUSINESS ASSOCIATES ON ONE OF THEIR OUTINGS TO DISCUSS ON A BUSINESS DEAL. WHEN MY MOTHER DIED ON MAY 24, yeartoken , MY FATHER TOOK ME SO SPECIAL SINCE I AM MOTHERLESS. BEFORE THE DEATH OF MY FATHER ON NOVEMBER 26, yeartoken IN A PRIVATE HOSPITAL WHERE HE WAS ADMITTED, HE CALLED ME SECRETLY TO HIS BED SIDE AND TOLD ME THAT HE KEPT A SUM OF US$10,500,000 (TEN MILLION FIVE HUNDRED THOUSAND UNITED STATES DOLLARS) IN A BANK IN ABIDJAN COTE D'IVOIRE. THAT HE USED MY NAME WILLIAM USMAN AS THE NEXT OF KIN IN DEPOSIT OF THE FUND HE ALSO EXPLAINED TO ME THAT IT WAS BECAUSE OF THIS MONEY HE WAS POISONED BY HIS BUSINESS PARTNER AND THAT I SHOULD SEEK FOR A FOREIGN PARTNER IN A COUNTRY OF MY CHOICE WHERE I WOULD TRANSFER THIS MONEY AND USE IT FOR AN INVESTMENT PURPOSE, SUCH AS:REAL ESTATE INVESTMENT OR STOCK MARKET INVESTMENT . SIR, I AM HONOURABLY SOLICITING YOUR KIND ASSISTANCE AS FOLLOWS.(1)TO PROVIDE A BANK ACCOUNT WHERE THIS MONEY WILL BE TRANSFERRED TO.(2)TO SERVE AS THE GUARDIAN OF THESE FUND,SINCE I AM A BOY OF 22 YEARS OLD. (3)TO MAKE ARRANGEMENT FOR ME IN YOUR COUNTRY TO CONTINUE MY EDUCATIONAL CAREER AND TO PROCURE ME A RESIDENTIAL PERMIT IN YOUR COUNTRY.I AM INCLINED TO OFFER YOU 15% OF THE TOTAL SUM AS A MODE OF COMPENSATION FOR YOUR EFFORTS AFTER THE TRANSFERING OF THESE FUND TO YOUR ACCOUNT IN YOUR COUNTRY.PLEASE, I WILL BE VERY HAPPY IF THIS TANSACTION WILL BE CONCLUDED WITHIN SEVEN(7)WORKING DAYS FROM NOW. I AM EXPECTING TO HEAR FROM YOU AS SOON AS POSSIBLE N.B:SIR,I WILL LIKE YOU TO GIVE ME YOUR DIRECT TELEPHONE AND FAX NUMBER IN YOUR REPLY OF THIS PROPOSAL. MAY ALMIGHTY GOD BLESS YOU AS YOU DO CARE FOR AN ORPHAN LIKE ME.ANTICIPATING TO HEAR FROM YOU. PLEASE REPLY TO my Email Address BEST REGARDS WILLIAM USMAN"
687c86e82b3188d2,phishing,kaggle_nigerian_fraud,"SUBJECT: I WILL APPRECIATE YOU REPLY.
FROM: FROM: Mr RAY KABE. 
BODY: FROM: Mr RAY KABE BANGKOK THAILAND DEAR SIR, You may be surprised to receive this letter from me since you do not know me personally, the purpose of my introduction is that, I am RAYMOUND kABE, the first son of DR KINGSLEY SMITH KABE who was recently murdered in the land dispute in Zimbabwe. I got your contact through network online hence decided to write you. Before the death of my father, he had taken me to Johannesburg to deposit the sum of US$10.5Million(Ten million five hundred thousand United StatesDollars), in one the private security company, as if he foresaw the looming danger in Zimbabwe.This money was deposited in a box as germ stones to avoid much demurrage from Security Company.This amount was meant for the purchase of new machines and chemicals for the farms and established of new farm in Swaziland. This land problem came when Zimbabwean President Mr. Robert Mugabe introduce a new Land Act reform which wholly affected the rich white farmers and some few blacks farmers.And this resulted to the killing and mob action by Zimbabwean war veterans and some lunatics in the society. In fact, a lot of people were killed because of this land reformed Act for which my father was one of the victim. It is against this background that, I and my family who are currently staying in bangkok thailand decided to transfer my father�s money to foreign account sine c the law of bangkok prohibit a refugee (asylum seeker) to open any bank account or to be involved in any financial transaction throughout the teritorial zone bangkok. As the eldest son of my father, I am saddle with the responsibility of seeking a genuine foreign account where this money could be transferred without the knowledge of my government who are Sent on taking everything we have got. I am faced with the dilemma of investing this amount of money in bangkok for fear of what is going on in the bangkok Foreign Exchange policy does not allow such investment for an asylum seeker. As a businessman, who I have to entrust my future and of my family in his hands, I must let you know that this transaction is risk free. If you accept to assist me and my family all I want you to do for me is to make arrangements and come to bangkok thailand, sothat you can open a non-resident account which will aid us in transferring the money into any account you will nominate overseas. This money I intend to use for investment. I have two options for you, firstly you can choose to have certain percentage of the money for nominating your account for this transaction.Or you can go into partnership with me for the proper profitable investment of the money in your country. Whichever the options you want, feel free to notify me I have also mapped out 10% of this money for all kinds of expenses incurred in the process of this transaction. If you do not prefer a partnership I am willing to give you 20% of the money while the remaining 70% will be for my investment in your country. Contact me with the above E-mail and please candly put ur numberin your reply. while I implore you to maintain the absolute secrecy required in this transaction. Yours Faithfully, RAY KABE (For the Family)"
eea793f7000b8515,spam,kaggle_spamassasin,"SUBJECT: Is your nest egg cracking? 2617iWcH6-263-12
FROM:  
BODY: On January 1st yeartoken , the European countries began using the new Euro. Never before have so many countries with such powerful economies united to use a single currency. Get your piece of history now! We would like to send you a FREE Euro and a FREE report on world currency. Just visit our site to request your Euro and Euro report: urltoken urldomain_wiildaccess_com In addition to our currency report, you can receive our FREE INVESTMENT PACKAGE: *Learn how $10,000 in options will leverage $1,000,000 in Euro Currency. This means even a small movement in the market has huge profit potential. If you are over age 18 and have some risk capital, it's important that you find out how the Euro will change the economic world and how you can profit! $10,000 minimum investment Please carefully evaluate your financial position before trading. Only risk capital should be used. urltoken urldomain_wiildaccess_com +++++++++++++++++++++++++++++++++++++++++++++++++++++++++ To ""Opt-Out"": urltoken urldomain_wiildaccess_com 0869rJKU9-021Irsi848l19 4277RtxO1-887Zecb8252kxVB8-521HKCX9386Mbpg6-812PqeJ6560NlfV1-018yhmw1788ZOTh2-726Gl77"
